airline_sentiment,text
0,americanair flights via united arrive dfw car parked iah
0,americanair online site flights listed chronological order resulting mis purchase anything done
2,americanair found footage happy
1,americanair well cleared customs auh need get iah arrive dfw possible retrieve luggage iad
1,americanair share many many others filmcrew media wsj nytimes latimes chicagotribune
1,americanair tell get abi earlier pm tomorrow
0,americanair everyone else outstanding
0,americanair last dfw ord weather relate flightd austin leg delayed well
0,americanair bag flew aa flew delta still sure whose final carrier referred
1,americanair follow back dm guys
0,americanair cancelled flightled flights last name right thing reinstate tickets
0,americanair flight veers icy runway dfwairport dfw flights cancelled flighted mon url cowboycerrone figures right
0,americanair know love airline friends megentripodi jordnnicole problem retaining info need
0,americanair late flightr complete itinerary changes lost work time yeah got rebooked
2,americanair surprised fastest responding us brand twitter q q also th fastest world q
0,americanair got kidding look pictures hoping flight came whole story much
0,americanair clueless kind rez agnt contacted usair around midnite told missed funeral
0,nice try americanair heard crew whisper still hotel probably think work tomorrow
1,americanair hand sanitizer bathrooms flights
0,americanair airport right people know react help situation frustrated
2,americanair thank
0,americanair break whatever want take responsibility bad customer media filmcrew chicagotribune wsj nytimes cnn
0,americanair flight veers icy runway dfwairport dfw flights cancelled flighted monday flightaware says url
0,americanair mom tried also reason change literally said rather empty seat
2,americanair apology necessary wind delta xoxo
0,americanair fucking suck
2,americanair thank
1,americanair way
1,americanair traveling auh iad via etihad iad dfw via aa able retrieve checked bag iad
0,americanair serious thread maybe guys read fail
0,americanair th plane day first taken svc scheduled dep p still ground ord pm
2,americanair joanne san diego staff phenomenal give girl raise handled flightnightmare better anyone
0,americanair beyond redemption jfk baggage claim looks like luggage warehouse
1,americanair sent
1,americanair flight
2,americanair thanks aa dart getting home time work morning den dfw waste vaca day dartmedia
0,americanair even followed still get answer phones worst customer service ever customerservice fail
0,americanair yeah gunna nothing whole organization joke
0,americanair sister received call trip wednesday flts cancelled flightled resched next day
0,americanair great tell fix suntimes wsj latimes nytimes media filmcrew photography cameragear
0,americanair hr min delayed still waiting need something improve url
0,americanair says web site u fly directly ord dub try book says stopped
2,americanair glad hear serious injuries minor crash dfwairport evening
0,americanair booked us airways site see cancelled flight link
0,americanair sit airport long periolodicly time planes nasty
1,americanair snow ice forecast dfw tu pm change policy reservations hold wed morning leeway
2,americanair space seat thanks pilots back mn early ohare think possible sna ord
0,americanair late flight geez flt late flight delays typical
1,americanair guys wifi international flights
0,americanair add insult injury go pick real class act stick delta
0,americanair absolutely disappointed lack service lost bag even deliver told would happen
2,americanair followed
1,americanair preferred seats
0,americanair aa load people board th plane long day first unserviceable
1,americanair late flightst usair earlier
1,americanair delays tonight flight dfw sat family members board
0,americanair going flight delay lot
1,americanair use swu finnair codeshare american operated flight jfk man thanks advance help
0,americanair tried multiple people already sat phone hour half got nowhere
0,americanair one booked different ones past days
0,americanair nope make changes online mins hold time dealing w rude rep hour window closed
0,americanair care customers break gear tell u anything wsj latimes chicagotribune media filmcrew
1,americanair yes twice two different flights occasions
1,americanair cover photo twa wondering
0,americanair unable access website try
1,americanair yikes
1,americanair hopefully fixed got new aircraft us waiting board
0,americanair best planes business aa today url
1,americanair usairways need cancelled flight flight booked earlier tonight able twitter
0,americanair loved todays fight bad draft airplane please add air air thanksm
2,keep americanair
0,americanair louprice aacustomerservice apology good enough planes mechanical hours delayed unacceptable
0,americanair thx apology commitment fix broken system would better actually fixing would better still
0,americanair seats assigned inappropriate child age aa knew age child
0,americanair biggest joke ever seen telling everyone never use guys cause joke
0,americanair pay accommodations ones cancelled flightling reason know saying lying cause weather
0,americanair airport extra nights hotels heard anything embarrassing airline saying
0,americanair getting bit ridiculous made miss full days work pay cabs back forth
0,americanair assistance helpful frustrating disappointing experience amp w small children inconvenient
0,americanair cancelled flight flight saying cause weather condition flight cancelled flight
0,americanair guys huge joke cancelled flight flight reason rd time one trip
0,americanair going pathetic online work phone wants give seat assignment
2,americanair received ticket thank help
1,americanair jet slides icy taxiway dfwairport story url url
0,americanair getting hand called reservations reserve seats let select online fee
0,americanair flight delayed hours human errors like food truck hitting plane lines frozen
0,americanair disappointed airline never book guys
2,americanair thanks
0,americanair found lost luggage bring tomorrow next day weather nicer terrible service
0,americanair would ok send dm asking questions deaf hold long
0,americanair sorry disappointed outoftouchwithreality people kids jobs
0,americanair nrosenb allowing book available seats
0,americanair seriously flights detroit dallas cancelled flightled days row want get home amp see wife amp kids
0,americanair delays trapped planes water air never ever ever neveragain aafail
0,americanair literally told rather empty seat mom get come earlier amp take dr appointment wow
0,americanair posted response facebook everyone see people appalled lack concern
0,americanair advantage deactivated think deactivate customers acct without knowledge help
0,americanair thanks making worst flying experience ever different planes mechanical issues hours counting
0,americanair backpack need see agent
0,americanair really wanted sign airline credit card absurd change fee switch flight made think twice
0,americanair sent email customer service night happened ur response basically bad sorry contact u
0,americanair hi aa placed itin hold expire logged acct gone seat released inv help
2,americanair tpa ord aa another successful journey thanks hospitality
2,americanair thank response much appreciated
0,americanair flights using gate w buses planes awful boarding process hour half late flight
0,americanair another line call hold hours also get compensated loss time money
0,americanair rizzilient days finally got automated service call back hung beyond ridicules help
0,americanair asked waiver change fee flight booked w past hrs rep rude told even try help
1,americanair idea flight hsv dfw tomorrow cancelled flightled minutes ago
2,americanair thanks actually made connection flight delayed guess delays bad thing url
0,americanair issue long wait infinite loop system let customer wait leave message
1,americanair policy change seen people hamsters rabbits
0,americanair thanks attendant flight advising connect flight held ran kids flight departed poor service miami
0,americanair hour waiting phone us air help hours waiting airport yesterday love service guys
0,americanair standing baggage claim waiting bags hour dfw gate feet nothappy
0,americanair right missed connection three hour kay lost bag
0,americanair obviously see agent booked us tomorrow morning hotel transportation pregnantwithtwins stranded angry
0,americanair suppose fl hours ago waiting hours ridiculous
1,americanair clt left gate next clt need help
0,americanair company policy refuses employees speak employees phone interesting
0,americanair still hold hung first time another minutes url
0,americanair rebooked get notified cancelled flightled
1,americanair flight tomorrow
2,americanair thecandacesmith thanks shout candace enjoy ride always adore american airlines
0,without notifying though americanair krescate like cancelled flightling flights kim weather played nice us
2,still thinking pjs may sold americanair momsgoodeats love board us mandarinjourney come
1,americanair flights lie flat seating stl pdx around date march
0,americanair refuse customer willing pay upgrade half first class empty
0,americanair customer service call refunded money
0,americanair im still hold
0,americanair ever wonder find responding many customer complaints twitter airline sucks
0,americanair people cruel stupid posting personal email damn internet u lost mind
1,americanair get class discount wifi flying airlines approx
0,americanair customerservice sitting fourth plane today mechanical problem excuses tough loyal
2,americanair contactcej thanks
0,americanair americanairlines bqonpa flight delayed pos mia missed mia atl need seat last flight atl
0,americanair bad service miami airport
0,americanair needs entire customer service overhaul delta would never treat customers anything less service
0,americanair guys intentionally trying lose customers money
0,americanair continually play according federal regulations every seconds could see quicker service
1,americanair send trusted traveler id add reservation tsa pre
0,americanair thanks hire car chicago drive mke mean go airport
2,americanair folks executive platinum desk great pros understand displeasure change fees switch sw
2,americanair thanks anything help would information help process
0,americanair thanks cancelled flightled flight delayed flight telling us missed work hotel worstcustomerservice
0,americanair flight delayed hour pilots spend hours phone get ep agent phone
0,americanair advised gas pilot flight bad one took action
0,americanair usairways need reported bbb media complete disregard paying customers donotflywiththem
1,americanair anything particular ask want document mileage plus status
0,americanair give us number call instead empty email since working
0,americanair checking consistently called multiple times loyal aa customer disappointed
2,americanair congrats call center customer service guy named fidencio answered went amp beyond help
1,americanair daughter record loc kybilc traveling needs adjacent seats across isle
0,americanair gabriela miami rude employee working mia lga check made experience unpleasant customerexperience
0,americanair ok makes sense tho since give free upgrade first
0,americanair want cancelled flight wanted take someone keep price held today
0,americanair delay communication
0,americanair would like additional details issue airport flight agent name happy w automated lip service
0,americanair supposed depart pm central ready close door pm central
2,americanair maryella green despite inconvenience situation handled quickly appreciate much
2,americanair absolutely
0,americanair cluster continues still connecting instead direct bag charged seats together shafted
0,americanair usairways pregnant twins going abandon overnight airport hotel fault
0,americanair idea delay flight pm pm delay another destination time
2,americanair maryella green received actually thank
1,americanair flights pensacola fl delayed flight
1,americanair status itinerary says request red mean
0,americanair bad rep loosing costumers luggage stopped flying back
1,americanair jokerunning happened
0,americanair drop call people answering phones always high call volume call
2,americanair thanks idk still late flight hope get tonight
0,americanair work call gets cut still holding dfw looking better tomorrow
0,americanair u give answer flight delayed long u compensate missing flights lima cuzco
1,americanair help update birthday incorrectly input reservation preventing checking
0,americanair yep saidi feel sorry run account embarrassing
0,americanair tsa said nothing could question employee swapping customers belongings
0,americanair wait minutes
2,americanair thanks
0,americanair need assistance reflight booking problems flight dfw lit
0,americanair took sitting someone scheduled buenos ares jfk sre make r thy holding plane
1,americanair dinner called hon service would expect st class disappointed
1,americanair upgraded st class inquired red wine sauvignon blanc amp pronounce one describe
0,americanair watched bags abandoned depart gate watched gt mins owner returned mins reported
2,americanair everything sorted thanks help excited get home tonight
0,americanair mistake multibillion dollar company
0,americanair would take long credit card company says card charged yet take days
0,americanair delays money
0,americanair got flight next day credit guys multimillion dollar company give us back credit
0,americanair dont send tweet cover social media complaints sending message way resolve custserv
0,americanair barrettkarabis joke mail receipt yet mail payment fly hand right
0,americanair could wrong url
2,americanair keep good work got destination safe time today
0,americanair anyone make better effort retain customers easy fix want travel aa
0,americanair btr trained gate agts im frequent flyer amp nvr issue w bag day forced gate check priority boarding
0,americanair misplaced bag hr ago tell lost stuff americanairlines unamericanairlines
0,americanair cancelled flightled two flights miami nashville yesterday could get flight days southwestairwasthere
0,americanair lost pieces bags delivered hours lied delivered still refund never
0,americanair improve envoy performance th trip ord delayed hours envoy could drive faster
0,americanair two cancelled flightled lga flights delta took looks like new carrier delta
2,americanair lady b abq great service among several cancelled flightlations
0,americanair ways get minute wait book flight
1,americanair provide guidance work resolve issue
0,americanair really closed gate instead got u wudda put ktn like asked wudda made
0,americanair trying change flight via dfw tomorrow get thru phone long wait cut x help please
2,americanair thanks following finally worked fingers crossed new flight works
0,americanair stuck tarmac clt gate open hope miss connection logistics americanview
0,americanair waited hold two hours call really unreliable
2,americanair board today watched report unfold twitter still proud
0,americanair delay rebooked flight
0,americanair several miss communications able get ord home yet sure get due error
1,americanair um hanging new w
0,americanair hey aa mistake made cr flight booking problems call reservations keep getting hung advise
0,americanair emailed aadvantage status match still waiting wait move united help
0,americanair try great week receive
0,americanair pillows blankets flight home people bad things hair
0,americanair going nightmare guys yesterday zero response tweet last sent
0,americanair tried site amp doesnt allow reason allowed board morning try diff airline work trips
0,americanair bought plane ticket months ago still received flight info ticket email come
0,americanair dca baggage claim employees realize please thank apology go long way customerservice dca
0,americanair took cost flights bank account get refund weeks loyal customer
0,americanair took day work drove hours round trip rescue daughter students laguardia thanks
0,americanair airline ridiculous
0,americanair group minor children broken groups still miami delta much better customer service
1,americanair way get record flights taken
2,americanair thank response got resolved counter
0,americanair one original arrival time said done may pm central impressed
0,americanair flight las vegas dfw cancelled flightled hold forever still spoken anyone pls help
0,americanair every time try call tells try late flightr hangs
0,americanair rebooked different airport throwing wrench plans
0,americanair crew best could control get one chance honeymoon amp failed miserably
0,americanair thx someone picked minutes
0,americanair overbooked business class mia uvf correct seat moved back economy special day
2,americanair kidding gon na take beating apron good lookin planes
0,americanair unacceptable
0,americanair funds purchase another ticket error would cause family miss funeral
0,americanair miss whole days worth work tomorrow suree guys care
0,americanair big company happy something customer costing delays oh mention
0,americanair ticket pending days normal take long want make sure problem
0,americanair bad cs back jetblue least stuck look apologize trouble
0,americanair delay know get credit anybody back supervisor cut speaking
0,americanair free check bag food comp flying credit something help additional dollars hole
0,americanair yes response
0,americanair bags checked cancelled flightled flight arrive mke much help grnd staff havoc dfw
0,americanair like know bag get already accountability cust service
0,americanair never fly guys stuck memphis another day called credit something anything
1,americanair jealous live sydney shirt jeans suit office work need suits warm jacket
0,americanair rizzilient booked tickets using miles need change dates trying get advantage rep two days
0,americanair company hell consideration customers give hundreds millions dollars per year smh
1,americanair snow st louis cold snow hub flights welcome
0,americanair took flight yesterday fron tpa dfw aus bag went iah today bag went iah dfw back iah still bag
0,americanair absolutely unacceptable calling day hung every time need minute bit help
0,americanair envoy airlines disgrace aa family nothing delays cancelled flightlations week week
0,americanair weather logistics hold minutes called get desk agents
1,americanair sent info via dm truly hope resolve quickly media filmcrew cnn nbc
0,americanair never anything bad say love faithful customers
0,americanair also agent aware clearly url
0,americanair additional fare cost tix change price uk pounds issue uk pounds badcustomerservice
0,americanair fly american family severe weather excuse call make change computer u cant modify
1,americanair amen
0,americanair meelan afford supervisor included conversation pls check rec call badcustomerservice
0,americanair last night severe weather could make needed changes fair goes
2,americanair thanks aa upgrade today getting new flight first one cancelled flightled
0,americanair worst flight change policy mercy sympathy bummer go funerals see friends bc
0,americanair done done much point trip already
1,americanair basically u right url
1,americanair epicfail connections chicago today extremely disappointed w unaccommodating customer service rethinking loyalty
1,americanair well flying jetblue instead free credits actually work
0,americanair messaged please someone contact us immediately
0,americanair dfwairport capability spread salt runway
0,americanair supposed little rock morning
1,americanair boom url
0,americanair already spoke line unwilling help really poor support hitawall
2,americanair first ride new new interior seat video nice improvement newplanesmell url
2,americanair worries good one
1,americanair yes thanks found see gray tab first
0,americanair seriously cats dead going pissed thankful evil wants soul
0,americanair legs damaged seat u damaged expensive case offered anything apology wks late flightr
0,americanair usairways tried understanding let handle situation guess wrong
0,americanair usairways hour phone best tell sent maybe bank misplaced
1,americanair chariot tonight angle looks like url
0,americanair usairways day come suppose get money back bank received anything
0,americanair calling corporate
0,americanair understand part oneworld member treat customers fairly tcf oldplanes damageluggage
0,americanair probs worst customer service ever replied complaint submitted weeks ago bout damaged bag even replacing
0,americanair cancelled flightled ticket taking two months refund still waiting
1,americanair new marketing song url let us know think url
0,americanair thanks hope get movies tv broke flight
0,americanair thanks entirely unhelpful wasting hours time today
0,well americanair flying rebooked jetblue credits actually work free
0,americanair check broken tablet see attached picture media filmcrew nbc cnn url
1,americanair originating sfo going lax
0,americanair calling morning still get need chge flight week
1,americanair guys talk americans ecuador read url
0,americanair prob give refund since made miss flight waiting talk someone hours url
1,americanair tried usairways anyway
0,americanair oh received back email saying delays happen uh huh
0,americanair place hold complete payment see way reservations page
0,americanair bad weather happens able get reservations rep hours crazy frustrated
1,americanair flight get chicago
0,americanair customer svc reps unable handle calls hrs cancelled flightlation policy booked yesterday need cancelled flight
0,americanair bad weather understandable pilot said people called zero bags plane
0,americanair yep filed claim heathrow yesterday promised call morning update got nothing
0,americanair seem impossible contact anyone airline get item left board plane min deplane
0,americanair flew chi instead got ride mke u said bags would go mke today cancelled flightled flight tho
0,americanair stuck gate miami jfk flight going get tonight frustrating
0,americanair understand busy amp best frustration automated call changing flight w allowing talk
0,americanair help u said ud chnge retrn flght since missed connection sat amp ur pickng phone hve hrs left
0,americanair almost month still response online complaint questions
0,americanair bad weather happens lack preparation inexcusable depending good weather good business model
0,americanair us going time still deplaning bs
1,americanair next exactly
2,americanair flight tomorrow cancelled flightled new one booked seats taken care tweet commend service thanks
0,americanair instead yelled told call number pick due call volume
0,americanair boston airport problem agents honor voucher one number rubbed
1,americanair see photo b scale model amp pn wheel deflator specified chapter b amm url
0,americanair guess bs airportcardio given time flight
1,americanair see photo model amp pn wheel deflator specified chapter b amm url
0,americanair really explain customer service gate agent c bothered
0,americanair wife flt bro tul via dfw cancelled flighted bought swa flight get home partial refund dm plz
0,americanair trying get reservations since yesterday make change reservation hold
0,americanair thanks miss dog delay costing lot money
2,americanair yes says deliver within hours pick line
0,americanair still get change flight really important plz help
1,americanair landed lit
0,americanair ended emailing complaint customer relations aa com hope works travelproblems
0,americanair tomorrow sites show flight ewr cancelled flightled
1,americanair pets allowed first class
0,americanair lie lost bag suppose trust lives thousands feet air
0,americanair help seats taken way handle high volume call days
0,americanair worst first class boarding service ever
0,americanair disgusting chicken entree ever seen standards seriously nosedived newamerican url
0,americanair im tryin book flight cant get ahold anyone
1,americanair upgraded next flight
0,americanair finally final destination w extra significant travel expenses amp missed work resolve experience
1,americanair changing dest city award reservation party fee pax first rest
2,americanair delaney shawn dfw showed exceptional customer service today happily choose aa whenever possible thank
0,americanair another customer non service waited solve problem would miss funeral suck
0,americanair already shared nothing done
0,americanair kanne southwestair better aa
0,americanair really though agent worried reservation help
0,americanair listening delay message phone another delay message coming get shit together
0,americanair hi get error msg trying check line states wrong pass tickets rcvd aa due training dfw u know
0,americanair employee gate jfk telling people bag fit needs checked clearly fits aa
2,americanair thanks finally got afternoon
0,americanair waiting delayed plane sat plane hour waiting late flight passenger bs
0,americanair bag
1,americanair
0,americanair true stop making excuses either overbook crappy planes
1,americanair americanairlines approach mex url
0,americanair booked seat dallas live dallas real nice gate agent exit row available told available
0,americanair paid using paypal online charged system error ended calling
2,americanair aateam thanks working rigorous weather conditions
0,americanair asking exception staffer moving last minute nonprofit amp losing want change ticket
2,americanair thanks look forward response
0,americanair advantage agents horrible waiting hours call back hung rude agent
0,americanair yes issues site well unfortunately
1,americanair see new american airlines credit card replace usairways dividend mastercard
0,americanair wife stuck brownsville chance get flight needs work tomorrow morning
0,americanair year think
2,americanair thank truly appreciate help sent dm
0,americanair best message saying use website website saying need call answer hardtodo
0,americanair trying get flight changed dallas calling number says thanks calling hangs guess stuck
0,americanair aa airplane sitting hrs mechanical problems btw aa desk unorganized
0,americanair miami phl flight cancelled flightled got gate one aa around one phone awful awful awful
0,americanair care less youre without bags day week ive stories last hours want bag
0,americanair hah best flight attendant response happy getting screwed carriers hahahah pathetic
0,americanair aa flight jamaica cancelled flightled yesterday due weather flights still landing dfw
1,americanair boarding mins yay
0,americanair liar precipitation day degrees pacify look like fool thats problem admit suck
2,americanair thank much
0,americanair calls span two days none available speak someone un f believable worst ever
0,americanair elwoodblues sure understands rules guys zero customer service staff damn counters
0,americanair baggage handlers calling dfw today luggage onboard planes
0,americanair minutes hold another minutes call yes going pushing get airport time
1,americanair hi discount award policy credit card holders change longer seeing chart specials site thanks
0,americanair seat assignment process flight booking problems misleading paying extra select seat
0,americanair hire staff helpful informed nice customers
0,americanair rude ticket counter employees forcing wife standby pushing list bad day
0,americanair agents dfw kind best help make phx error attitude americant
0,americanair let reuse ticket thus booked vacation delta never flying american
0,americanair hrs guess hang amp give using award miles prices jump hm thanks url
0,americanair need hold get call back get hung phone system hours
0,americanair rude unprofessional helpful helping try get home aaadvantage loyal aa customer dissatisfied
0,americanair work comm skills w hate agents phx said confirmed flight dfw amp got standby
2,americanair thank assistance
0,americanair hello question many balloons think take life one planes
0,americanair need know ill able reach ind today rather stay maf fly dfw amp find travel url
0,americanair trying hardest get frustrated getting response email phone aa owes claim
0,americanair hi flight dallas cancelled flightled going la u pls help rebook
0,americanair nd time days flight delayed gate agent said anything thanks memories neveragain
1,americanair thanks telling go airport check agent url
1,americanair best number use
0,americanair call cue hours call yet wife cue hours got call hung
0,americanair phone minutes said would advice
2,americanair chicago seen seat aa far great ride pdx url
2,americanair thanks delivery status
0,americanair believe acceptable ticket changed check time amp notified apparently standard
0,americanair need complain aa email form field allow enough characters complaint real email address
0,americanair flight aa delayed providenciales missing connection aa miami sea call
0,americanair ticket gave lying raising voice explanation happened url
0,americanair check going de airport everything fine fail
0,americanair attached original ticket flight number experience thought would terrible url
1,americanair booked online unable cancelled flight online finally got thru
2,americanair hey becky piela orange county airport really kind helpful rescheduling flight
0,americanair feb th rep gave record locator told receiving email itinerary confirmation
0,americanair entire process took sooooo long decent seats left customerservice
1,americanair flight attendant announced transportation waiting us flight think make
0,americanair hold reserve award travel hrs anyone home crazy weather issue url
0,americanair mind fee told change name ticket
2,americanair thank pick time
0,americanair original receipt lists flight cost ish reflect use voucher
1,americanair whats hold flight
2,americanair well guys totally kicking million pounds ass bar none best sm team airline industry opinion
0,americanair least could would refund one way ticket buy since able accommodate thank
0,americanair patient delayed bags weeks told could take another weeks unacceptable
0,americanair purchase ticket never would buy flight cancelled flightled terrible customer service
0,americanair flt sorry scheduled phl mia totally chaotic poorly addressed event sent three gates night
0,americanair told could refund cost original return flight note flight booked expensive
0,americanair okay since put earlier flight buy ticket another airline
0,americanair heard back today put flight tomorrow arriving home pm meaning take nd day work
0,americanair airport hrs told nothing anyone rep said waiting mechanics finish lunch
1,americanair considering past midnight hung called receive another service call
1,americanair redeem aadavantage miles lan flights
0,americanair tried less times today get touch service desk beginning est luck help
0,americanair put hold hrs got call back pm wait hold another hour
0,americanair lost customer today flight today cancelled flightled find calling customer service yesterday
0,americanair called regarding bag came yesterday one notified updated online record locator customerservice
0,americanair realize customer service leaves much desired folks handling calls could care less shows
2,americanair thanks
0,americanair unacceptable clear losing one customer matter american many bankruptcies take
0,americanair another airline accommodating customers unable simply change passengers notice simply
1,americanair probability flight dfw dtw delayed cancelled flighted
2,americanair thank
1,americanair uhmmm need jcolenc dallas tx tour
0,americanair way reserve dog flight without speaking representative booted helpline
0,americanair calling straight days one picks sure storms also customers holler
0,americanair tell luggage flight sna dfw flight mke cancelled flightled got rebooked ord
0,americanair gtsvyb says cancelled flightled try check
2,americanair thank processing refund
0,americanair good expect get phone make changes change online
0,americanair usairways us feb unprofessional unprepared unsympathetic lacked communication lacked solutions
2,americanair thanks asking second plane maintenance issue flight ord lit sitting gate warm plane
0,americanair hey ho losing money next make sure stick flyers right booklet
1,americanair please dm
0,americanair trying hrs reach agent must make change done web pst cancelled flight revs ystday
0,americanair oh losing luggage ridiculous angrybird smybag
2,americanair great job great service sdf weekend winter storm
0,americanair please get together find husbands luggage ruining ski trip aspen rd day luggage
0,americanair worry delta took good care loss gain
2,americanair welcome anyone works conditions deserves thank even though side atlantic lol xx
1,americanair could check swu typo last post space aa mxp jfk feb th thanks
1,americanair could check svu space aa mxp jfk feb th thanks
2,americanair thanks gang mind ask handle social media house
0,americanair sure frustrating stranded airport fate hands
0,americanair thanks telling flight got cancelled flightled missing luggage thanks fam
2,americanair yes thanks
0,americanair min still hold chg award travel sorrynotsorry
0,americanair people phone see difference poor process
2,americanair got new reservation tomorrow thanks
1,americanair couple questions available pm
1,americanair friends flight jax dfw cancelled flighted
0,americanair still taking calls storm ended days ago like pats doyourjob
2,americanair dollar rt ticket chicago yes please
1,americanair thank
2,americanair let extraordinary week make year remember goingforgreat thanks much american airlines
0,americanair helpful
0,americanair expect us spend hard earn fly make exceptions extra call volume however never make acpt
1,americanair friend told able use credit airline towards one flights told
0,americanair hour half landing bags finally trickling url
1,americanair well spelled name wrong
0,americanair hours patient call back feature pay someone answer phone tweet onhold
0,americanair please something boarding dca x many delays buses planes tarmac despite empty gates disorganized mess
0,americanair standby line update online app either troubling
0,americanair cancelled flight trip instead future trip voucher drink coupon would better wakinginmemphis
2,americanair thx sent dm
0,americanair unbelievable even wait hold speak human resolve issue system simply hangs
0,americanair thanks airline ruined bag refuse anything
0,americanair open kiosks priority line open main check ppl
0,americanair app nonsense flight cancelled flightation yesterday able use app kiosk today hour long line
0,americanair thank u reach response yet lost found goes straight vm
0,americanair bag yet located th time checked tracking bag hard system
0,americanair fyi call stilling getting dropped hour continuous dialing attempted cancelled flight online able help
0,americanair maxfitgirl next time fly southwest
0,americanair still hold way suck
2,americanair kudos crew flt today specially carlton loved new keep good work aa
0,americanair flights leaving dallas right maui trying figure delayed flight going
0,americanair ask new colleagues usairways handled us feb expect made whole check complaint inbox
0,americanair get outta
0,americanair tried calling got high call volume moment message said goodbye hung
0,americanair really appreciate great customer service one service agents hung asking legitimate questions
0,americanair already know everyone sharing nasty food even close decent
2,americanair thank much appreciated plane min gate
0,americanair guys get rid functionality url put reservation hold hours see
0,americanair hold since one get airport cancelled flight flight make us pay huge fee change flight
2,americanair nicest people world work admiral clubs gladys san juan es mi amiga
1,americanair due road conditions
1,americanair going change tomorrow concerned fllight make able leave airport
2,americanair love much planes please follow back amazing bussines
0,americanair genuine give opinion occurred last night fly phl mia assistance airport
0,americanair get flight change air delays causing missed connection seat late flightr
0,americanair think weeks waiting enough time contact lose customers
0,americanair way suck customer service dallas trapped ice storm cancelled flight flight amp hold day
0,americanair umm unexpected unexpected meaning guys know major staff shortage
0,americanair also way speak someone phone hanging day
2,americanair sfo natt agent helped really awesome job
0,americanair paid seat upgrade b severe weather got booked another flight get upgrade calling inquire help
2,americanair thanks
2,americanair well done xx
2,americanair thanks issues checking flight please check dm convo info
0,americanair care keeping customers safe least care sister
0,americanair maybe stop tweeting start calling make available people wait hold instead hanging us
0,americanair point say counter clearly see site aa agent loss words
0,americanair callers east coast able speak actual human reservation support agents busy call late flightr
2,americanair father loved working well panam
0,americanair ewr dfw stopping bna refuel bad weather trying get plane closer dfw cancelled flight us
0,americanair something wrong website matter flight select says longer available
0,americanair sending gate agent talk us joke airline thanks ruining vacation neverflyaaagain
2,americanair cxl flight rebooked pax problems thank everyone aa helping us
0,americanair sitting plane hour unacceptable complete disregard customer service
1,americanair wrote evoucher number got rid voucher purchased air fair
0,americanair fluctuated aa took hrs call back ended paying extra us statement true
1,americanair mattthomasnews american airlines start flying siberia wait usa oy
1,americanair followback
1,americanair hahaha meanwhile russia
2,americanair thanks keeping us safe
0,americanair one aa woase event helsinkiairport lots info available winterops
1,americanair record locator
0,americanair keep returning call hanging answer help reflight booking problems flight
0,americanair calling hrs getting told call back automated system extremely frustrating
0,americanair sad even spending much tickets wanted wife still go sister help
0,americanair usairways help finding baggage reply asap direct details
1,americanair prebook flight wife th bday recently surgery travel let another go place
0,americanair hrs late flightr get call back immediately disconnected
2,americanair pleasure next aa flight wednesday milan italy midoexhibition see
0,americanair team rebooked cancelled flightled aa flight different airline new airline flight booking problems flight evening
0,americanair hold almost hours ridiculous
0,americanair like making scene addressed properly please
2,americanair thank help p guys best americanairlines americanair
0,americanair derekc hello one forgotten need luggage ba dropping ball
0,americanair hold nd time today need help confirming new flights arranged expedite
0,americanair served nastiest food ive ever seen yesterday rubber chicken slime entire cabin sent food back fas confirm
0,americanair terrible response someone picking phone calling hours luggage
0,americanair really
0,americanair system always hangs
1,americanair dm sent
2,americanair exceptional customer service aa misplaced item waiting checkin followed smooth flight thank
0,americanair line sfo customer service rude disorganized congested dissapointing
0,americanair help attempting cancelled flight flight get thru number call gets dropped saying agent flight
1,americanair okay sent
0,americanair edplotts bother trying get anywhere customer service team either take months counting reply
2,americanair thanks
0,americanair seriously treat passengers like shit
0,americanair minutes since landing flight miami luggage delay
0,americanair got paying extra sit way back awesome never
0,americanair define sincerely actions reflect saying poor attempt redeem social media
1,americanair like explore options cost might change date destination
1,americanair americanview view oregon seat f flight aa url
2,americanair award air miles yes going take vacation thanksamericanairlines
0,americanair follows talent pm bdsm porn site url new economy dungeon class coming url
0,americanair usairways next stop customer service
0,americanair said last time take weeks reply email
2,americanair sure thank
1,americanair need help record locator bringing two different flights system one op aa amp one us airways
0,americanair trying make reservation lt year old lap child see option online proceed reservation
0,americanair min wait get de iced tulsa good service looks like everyone miss connections due weather fight
0,americanair flight cancelled flightled let know new flight info
0,americanair would sell seats hour flight half legroom occupied escape raft url
1,americanair dmed back
1,yessir rt americanair yourlocalnyer good morning rob showing flight sunny mexico pushed gate
0,americanair flight dallas cancelled flightled talked reservations agent got new flight received email
0,americanair last flight ever aa botched weather delay point absurdity pay fly delta
0,americanair happy hold phone phone system allowing simply hangs
0,americanair trying desperately rebook moms flight waited hours callback got disconnected call back help
0,americanair thanks understand used tug next gate ground crew took break unacceptable
0,americanair third time called hung anyone speaks
0,americanair second flight put cancelled flightled explanation missed first meeting outraged
0,americanair clueless aa waiting hear weeks refund cancelled flightled flight amp hold hr min
2,americanair f n c thanks coming thru great customer service
0,americanair departed hours late flightr crazy crew one lady simply freaked got away job departure
0,americanair require us memorize five word phrase remember hear another six million options
0,americanair months still exec platinum member cards gives
0,americanair love holy automated phone system going give like options give numerical shortcuts
0,americanair tweet call like bad boyfriend
2,americanair tywinter really small things details make excellent experience really irritating one
2,americanair thanks great stuff imagine jammed everything
